image_name,probabilidad,clasificacion,clasificacion_modificada
Colpo_benign_1179.jpg,0.4825,Anormal,Anormal
Colpo_benign_1190.jpg,0.4823,Anormal,Anormal
Colpo_benign_1194.jpg,0.4827,Anormal,Anormal
Colpo_benign_1199.jpg,0.4824,Anormal,Anormal
Colpo_benign_12.jpg,0.4827,Anormal,Normal
Colpo_benign_1202.jpg,0.4826,Anormal,Normal
Colpo_benign_1204.jpg,0.4828,Anormal,Anormal
Colpo_benign_1220.jpg,0.4824,Anormal,Anormal
Colpo_benign_1223.jpg,0.4825,Anormal,Anormal
Colpo_benign_1226.jpg,0.4826,Anormal,Anormal
Colpo_benign_1229.jpg,0.4824,Anormal,Anormal
Colpo_benign_1230.jpg,0.4826,Anormal,Anormal
Colpo_benign_1239.jpg,0.4825,Anormal,Anormal
Colpo_benign_1251.jpg,0.4825,Anormal,Normal
Colpo_benign_1273.jpg,0.4824,Anormal,Anormal
Colpo_benign_1274.jpg,0.4826,Anormal,Anormal
Colpo_benign_1281.jpg,0.4823,Anormal,Anormal
Colpo_benign_1285.jpg,0.4824,Anormal,Normal
Colpo_benign_1288.jpg,0.4823,Anormal,Anormal
Colpo_benign_1289.jpg,0.4827,Anormal,Anormal
Colpo_benign_129.jpg,0.4827,Anormal,Anormal
Colpo_benign_13.jpg,0.4827,Anormal,Anormal
Colpo_benign_1308.jpg,0.4825,Anormal,Normal
Colpo_benign_1314.jpg,0.4824,Anormal,Normal
Colpo_benign_1320.jpg,0.4826,Anormal,Anormal
Colpo_benign_1336.jpg,0.4827,Anormal,Normal
Colpo_benign_1344.jpg,0.4825,Anormal,Normal
Colpo_benign_1346.jpg,0.4824,Anormal,Anormal
Colpo_benign_1370.jpg,0.4826,Anormal,Anormal
Colpo_benign_138.jpg,0.4827,Anormal,Anormal
Colpo_benign_1384.jpg,0.4825,Anormal,Anormal
Colpo_benign_1389.jpg,0.4827,Anormal,Anormal
Colpo_benign_139.jpg,0.4826,Anormal,Normal
Colpo_benign_1390.jpg,0.4827,Anormal,Anormal
Colpo_benign_1393.jpg,0.4825,Anormal,Anormal
Colpo_benign_14.jpg,0.4825,Anormal,Anormal
Colpo_benign_1414.jpg,0.4825,Anormal,Anormal
Colpo_benign_142.jpg,0.4827,Anormal,Anormal
Colpo_benign_1422.jpg,0.4828,Anormal,Anormal
Colpo_benign_1427.jpg,0.4826,Anormal,Normal
Colpo_benign_1430.jpg,0.4827,Anormal,Anormal
Colpo_benign_1437.jpg,0.4825,Anormal,Anormal
Colpo_benign_144.jpg,0.4825,Anormal,Anormal
Colpo_benign_1464.jpg,0.4824,Anormal,Normal
Colpo_benign_1468.jpg,0.4824,Anormal,Anormal
Colpo_benign_1473.jpg,0.4825,Anormal,Normal
Colpo_benign_148.jpg,0.4827,Anormal,Anormal
Colpo_benign_160.jpg,0.4827,Anormal,Normal
Colpo_benign_171.jpg,0.4827,Anormal,Normal
Colpo_benign_176.jpg,0.4827,Anormal,Anormal
Colpo_benign_180.jpg,0.4826,Anormal,Anormal
Colpo_benign_181.jpg,0.4826,Anormal,Normal
Colpo_benign_191.jpg,0.4826,Anormal,Anormal
Colpo_benign_201.jpg,0.4826,Anormal,Anormal
Colpo_benign_205.jpg,0.4826,Anormal,Anormal
Colpo_benign_208.jpg,0.4827,Anormal,Anormal
Colpo_benign_215.jpg,0.4827,Anormal,Anormal
Colpo_benign_229.jpg,0.4826,Anormal,Anormal
Colpo_benign_237.jpg,0.4827,Anormal,Anormal
Colpo_benign_239.jpg,0.4826,Anormal,Anormal
Colpo_benign_245.jpg,0.4826,Anormal,Normal
Colpo_benign_254.jpg,0.4825,Anormal,Normal
Colpo_benign_262.jpg,0.4827,Anormal,Normal
Colpo_benign_281.jpg,0.4825,Anormal,Normal
Colpo_benign_294.jpg,0.4827,Anormal,Anormal
Colpo_benign_298.jpg,0.4825,Anormal,Anormal
Colpo_benign_306.jpg,0.4827,Anormal,Normal
Colpo_benign_308.jpg,0.4827,Anormal,Anormal
Colpo_benign_311.jpg,0.4826,Anormal,Normal
Colpo_benign_333.jpg,0.4824,Anormal,Normal
Colpo_benign_334.jpg,0.4826,Anormal,Anormal
Colpo_benign_338.jpg,0.4826,Anormal,Anormal
Colpo_benign_34.jpg,0.4826,Anormal,Anormal
Colpo_benign_346.jpg,0.4826,Anormal,Anormal
Colpo_benign_349.jpg,0.4825,Anormal,Normal
Colpo_benign_35.jpg,0.4825,Anormal,Anormal
Colpo_benign_356.jpg,0.4826,Anormal,Anormal
Colpo_benign_376.jpg,0.4826,Anormal,Anormal
Colpo_benign_379.jpg,0.4825,Anormal,Anormal
Colpo_benign_383.jpg,0.4826,Anormal,Anormal
Colpo_benign_384.jpg,0.4828,Anormal,Normal
Colpo_benign_387.jpg,0.4824,Anormal,Anormal
Colpo_benign_396.jpg,0.4827,Anormal,Anormal
Colpo_benign_401.jpg,0.4825,Anormal,Anormal
Colpo_benign_416.jpg,0.4824,Anormal,Anormal
Colpo_benign_421.jpg,0.4827,Anormal,Anormal
Colpo_benign_425.jpg,0.4825,Anormal,Normal
Colpo_benign_441.jpg,0.4826,Anormal,Normal
Colpo_benign_446.jpg,0.4825,Anormal,Normal
Colpo_benign_47.jpg,0.4827,Anormal,Normal
Colpo_benign_470.jpg,0.4826,Anormal,Anormal
Colpo_benign_471.jpg,0.4827,Anormal,Anormal
Colpo_benign_478.jpg,0.4825,Anormal,Anormal
Colpo_benign_48.jpg,0.4826,Anormal,Anormal
Colpo_benign_481.jpg,0.4826,Anormal,Normal
Colpo_benign_484.jpg,0.4826,Anormal,Anormal
Colpo_benign_513.jpg,0.4825,Anormal,Normal
Colpo_benign_516.jpg,0.4827,Anormal,Anormal
Colpo_benign_518.jpg,0.4827,Anormal,Anormal
Colpo_benign_531.jpg,0.4826,Anormal,Anormal
Colpo_benign_532.jpg,0.4827,Anormal,Anormal
Colpo_benign_536.jpg,0.4825,Anormal,Anormal
Colpo_benign_55.jpg,0.4827,Anormal,Anormal
Colpo_benign_550.jpg,0.4826,Anormal,Anormal
Colpo_benign_551.jpg,0.4826,Anormal,Anormal
Colpo_benign_553.jpg,0.4827,Anormal,Anormal
Colpo_benign_558.jpg,0.4827,Anormal,Anormal
Colpo_benign_560.jpg,0.4826,Anormal,Normal
Colpo_benign_562.jpg,0.4827,Anormal,Normal
Colpo_benign_57.jpg,0.4826,Anormal,Anormal
Colpo_benign_576.jpg,0.4827,Anormal,Normal
Colpo_benign_578.jpg,0.4826,Anormal,Anormal
Colpo_benign_579.jpg,0.4827,Anormal,Anormal
Colpo_benign_580.jpg,0.4825,Anormal,Anormal
Colpo_benign_582.jpg,0.4827,Anormal,Normal
Colpo_benign_583.jpg,0.4826,Anormal,Normal
Colpo_benign_593.jpg,0.4826,Anormal,Anormal
Colpo_benign_596.jpg,0.4827,Anormal,Normal
Colpo_benign_605.jpg,0.4827,Anormal,Anormal
Colpo_benign_620.jpg,0.4827,Anormal,Anormal
Colpo_benign_623.jpg,0.4827,Anormal,Anormal
Colpo_benign_624.jpg,0.4827,Anormal,Anormal
Colpo_benign_645.jpg,0.4826,Anormal,Anormal
Colpo_benign_649.jpg,0.4827,Anormal,Anormal
Colpo_benign_653.jpg,0.4826,Anormal,Anormal
Colpo_benign_660.jpg,0.4824,Anormal,Anormal
Colpo_benign_663.jpg,0.4827,Anormal,Normal
Colpo_benign_667.jpg,0.4827,Anormal,Normal
Colpo_benign_668.jpg,0.4827,Anormal,Normal
Colpo_benign_677.jpg,0.4826,Anormal,Normal
Colpo_benign_7.jpg,0.4826,Anormal,Anormal
Colpo_benign_700.jpg,0.4828,Anormal,Anormal
Colpo_benign_710.jpg,0.4826,Anormal,Anormal
Colpo_benign_713.jpg,0.4827,Anormal,Normal
Colpo_benign_725.jpg,0.4826,Anormal,Anormal
Colpo_benign_732.jpg,0.4826,Anormal,Anormal
Colpo_benign_739.jpg,0.4827,Anormal,Anormal
Colpo_benign_745.jpg,0.4827,Anormal,Anormal
Colpo_benign_759.jpg,0.4827,Anormal,Anormal
Colpo_benign_763.jpg,0.4827,Anormal,Normal
Colpo_benign_764.jpg,0.4825,Anormal,Anormal
Colpo_benign_765.jpg,0.4827,Anormal,Normal
Colpo_benign_769.jpg,0.4827,Anormal,Anormal
Colpo_benign_779.jpg,0.4826,Anormal,Anormal
Colpo_benign_783.jpg,0.4826,Anormal,Normal
Colpo_benign_787.jpg,0.4826,Anormal,Anormal
Colpo_benign_791.jpg,0.4827,Anormal,Anormal
Colpo_benign_802.jpg,0.4828,Anormal,Anormal
Colpo_benign_809.jpg,0.4827,Anormal,Normal
Colpo_benign_81.jpg,0.4828,Anormal,Normal
Colpo_benign_810.jpg,0.4826,Anormal,Normal
Colpo_benign_817.jpg,0.4828,Anormal,Normal
Colpo_benign_821.jpg,0.4827,Anormal,Anormal
Colpo_benign_833.jpg,0.4828,Anormal,Anormal
Colpo_benign_836.jpg,0.4826,Anormal,Normal
Colpo_benign_842.jpg,0.4829,Anormal,Normal
Colpo_benign_855.jpg,0.4825,Anormal,Anormal
Colpo_benign_879.jpg,0.4826,Anormal,Anormal
Colpo_benign_880.jpg,0.4828,Anormal,Anormal
Colpo_benign_887.jpg,0.4827,Anormal,Normal
Colpo_benign_890.jpg,0.4828,Anormal,Normal
Colpo_benign_895.jpg,0.4827,Anormal,Anormal
Colpo_benign_901.jpg,0.4827,Anormal,Anormal
Colpo_benign_908.jpg,0.4826,Anormal,Anormal
Colpo_benign_917.jpg,0.4828,Anormal,Anormal
Colpo_benign_918.jpg,0.4828,Anormal,Anormal
Colpo_benign_920.jpg,0.4828,Anormal,Normal
Colpo_benign_921.jpg,0.4826,Anormal,Anormal
Colpo_benign_928.jpg,0.4825,Anormal,Anormal
Colpo_benign_930.jpg,0.4827,Anormal,Normal
Colpo_benign_96.jpg,0.4827,Anormal,Normal
Colpo_benign_965.jpg,0.4825,Anormal,Anormal
Colpo_benign_972.jpg,0.4825,Anormal,Anormal
Colpo_benign_977.jpg,0.4828,Anormal,Anormal
Colpo_benign_984.jpg,0.4825,Anormal,Anormal
Colpo_benign_991.jpg,0.4822,Anormal,Anormal
